Company Name,Contact Number,Company Description,Star Score,Link
Cornerstone Building Group,(905) 624 8896,Home Additions Mississauga ON L4W 0C2,90%,https://homestars.com/companies/2988034-cornerstone-building-group
Godfrey Building Group Inc.,(416) 529 6722,Builders Toronto ON M2P 1C7,85%,https://homestars.com/companies/2987564-godfrey-building-group-inc
Dos Brothers,(226) 988 6885,General Contractors Kitchener ON N2N 3K6,87%,https://homestars.com/companies/2994043-dos-brothers
BDC renovations,(905) 808 9158,Basement Renovation Milton ON L0P,90%,https://homestars.com/companies/2990050-bdc-renovations
Design To Suit Inc.,(416) 951 2068,General Contractors Mississauga ON L5K 2B2,97%,https://homestars.com/companies/2994585-design-to-suit-inc
Rattana Builds,(905) 324 9791,General Contractors Niagara Falls ON L2G 1X7,89%,https://homestars.com/companies/2994571-rattana-builds
RenoDuck - Basement Renovation & Finishing,(647) 245 2405,Basement Renovation Vaughan ON L4K 5C2,99%,https://homestars.com/companies/2909887-renoduck-basements-renovation-finishing
Blue Crest Builders,(416) 951 1257,General Contractors Bolton ON L7E 2H8,89%,https://homestars.com/companies/2991132-blue-crest-builders
Spaice,(289) 272 8758,Kitchen Planning & Renovation Markham ON L3R 9Y4,87%,https://homestars.com/companies/2965786-spaice
DP1 Construction,(365) 378 3880,Basement Renovation Hamilton ON L8J 0M1,89%,https://homestars.com/companies/2994276-dp1-construction
CarpentryBoys Inc.,(289) 242 3402,General Contractors Hamilton ON L8W 0B5,88%,https://homestars.com/companies/2961720-carpentryboys-inc
The One,(647) 281 8668,General Contractors Milton ON L9T 7K6,89%,https://homestars.com/companies/2994221-the-one
Better Bonded Construction,(437) 855 9080,General Contractors Mississauga ON L4Z 3K8,89%,https://homestars.com/companies/2995979-better-bonded-construction
SJ Renovations,(647) 239 3535,Basement Renovation Halton Hills ON L7G 0H6,84%,https://homestars.com/companies/2992479-sj-renovations
Musso Demolition,(647) 642 3366,Demolition Toronto ON M8W 1E9,88%,https://homestars.com/companies/2952498-musso-demolition
Paradise Contracting,(647) 507 5922,General Contractors Richmond Hill ON L4C 9N5,89%,https://homestars.com/companies/2979964-paradise-contracting
N/A,N/A,N/A,N/A,https://homestars.com/companies/2976065-knock-rock-upgrades-ltd
Paradise Contracting,(647) 507 5922,General Contractors Richmond Hill ON L4C 9N5,89%,https://homestars.com/companies/2979964-paradise-contracting
Paradise Contracting,(647) 507 5922,General Contractors Richmond Hill ON L4C 9N5,89%,https://homestars.com/companies/2979964-paradise-contracting
Knock & Rock Upgrades LTD.,(905) 334 4501,Basement Renovation Brampton ON L6T 5A2,90%,https://homestars.com/companies/2976065-knock-rock-upgrades-ltd
Golden hands renovation,(647) 676 5714,General Contractors Vaughan ON L6A 0K7,67%,https://homestars.com/companies/2994173-golden-hands-renovation
Humblewood Homes,(905) 782 1669,General Contractors Halton Hills ON L7G 2T5,90%,https://homestars.com/companies/2988774-humblewood-homes
Ironshore Construction Inc.,(416) 816 4947,General Contractors Hamilton ON L8L 6K3,94%,https://homestars.com/companies/2954864-ironshore-construction-inc
GJN General Contracting,(416) 616 7162,General Contractors Hamilton ON L8H 2M2,89%,https://homestars.com/companies/3002157-gjn-general-contracting
Elevation Homes,(905) 630 9137,Builders Waterford ON n0e 1y0,90%,https://homestars.com/companies/3001251-elevation-homes
JZ Home Elegance,(647) 895 4433,Basement Renovation Mississauga ON L5C 1S3,82%,https://homestars.com/companies/2966562-jz-home-elegance
AutumnHill Homes Inc.,(905) 617 2564,General Contractors Oakville ON L6M 3K9,89%,https://homestars.com/companies/2955771-autumnhill-homes-inc
The Guri Group,(416) 771 1212,General Contractors Toronto ON M3N 2Z4,89%,https://homestars.com/companies/2994108-the-guri-group
Claywoods Homes Inc,(905) 220 6213,General Contractors Hamilton ON L8B 0Y2,98%,https://homestars.com/companies/2918912-claywoods-homes-inc
Beres Custom Renovations,(905) 399 6846,General Contractors Burlington ON L7L 3B9,89%,https://homestars.com/companies/2965326-beres-custom-renovations
The Carpenter Chick,(289) 716 4095,Carpenters Toronto ON M1K 1Y3,90%,https://homestars.com/companies/2990096-the-carpenter-chick
Property RenoEnvision,(365) 323 5876,Basement Renovation Hamilton ON L9C 6R3,97%,https://homestars.com/companies/2991746-property-renoenvision
Peak construction,(647) 675 4341,Floor Laying & Refinishing Oakville ON L6M 0S2,98%,https://homestars.com/companies/2944428-peak-construction
Quick and Perfect Renovation,(647) 675 7024,Basement Renovation Brampton ON L6Z 4S5,90%,https://homestars.com/companies/2947520-quick-perfect-renovation
DMD Renovations Inc.,(289) 933 6043,General Contractors Hamilton ON L8E 4Z3,99%,https://homestars.com/companies/2976330-dmd-renovations-inc
Newfound Construction,(289) 501 0035,General Contractors Welland ON L3B 1X1,86%,https://homestars.com/companies/3007158-newfound-construction
Kubaka Homes,(416) 505 2920,Builders Kitchener ON N2E 4L4,67%,https://homestars.com/companies/3001505-kubaka-homes
Ninth Division Inc.,(437) 886 5871,Basement Renovation Oakville ON L6H 6S3,98%,https://homestars.com/companies/2999944-ninth-division-inc
Brandon's Beautiful Builds,(226) 232 4493,General Contractors Woodstock ON N4S 5W4,88%,https://homestars.com/companies/2992073-brandon-s-beautiful-builds
F&C Construction Inc.,(437) 928 7404,General Contractors Toronto ON M9R 2G5,97%,https://homestars.com/companies/2987956-f-c-construction-inc
Vuic Contracting,(905) 870 3225,General Contractors Haldimand County ON N0A 1P0,89%,https://homestars.com/companies/2974592-vuic-contracting
Cozella Inc,(905) 536 3277,General Contractors Mississauga ON L5T 1J2,81%,https://homestars.com/companies/2984679-cozella-inc
The Reno Guys,(647) 895 4897,Basement Renovation Township Of Guelph/Eramosa ON N0B 2K0,99%,https://homestars.com/companies/2972144-the-reno-guys
Stewart General Contracting,(416) 893 9914,Basement Renovation Mississauga ON L5A 1M6,87%,https://homestars.com/companies/2945763-stewart-general-contracting
Blue Crest Builders,(416) 951 1257,General Contractors Bolton ON L7E 2H8,89%,https://homestars.com/companies/2991132-blue-crest-builders
Carre Parfait Inc,(647) 203 9950,Drywall Contractors Oakville ON L6M 3W2,98%,https://homestars.com/companies/2977635-carre-parfait-inc
ABAD Home,(647) 975 2877,Paint & Wallpaper Contractors Aurora ON L4G 3Y5,95%,https://homestars.com/companies/2990345-abad-home
BYLDAN,(647) 917 2822,General Contractors Toronto ON M4K 2H4,93%,https://homestars.com/companies/2985793-byldan
Design To Suit Inc.,(416) 951 2068,General Contractors Mississauga ON L5K 2B2,97%,https://homestars.com/companies/2994585-design-to-suit-inc
OneCall Property Services,(519) 624 8673,Basement Renovation Cambridge ON N1R 7S7,88%,https://homestars.com/companies/2964594-onecall-property-services
HSA Home,(647) 293 3731,General Contractors Oakville ON L6H 6Y8,98%,https://homestars.com/companies/2943195-hsa-home
Ace Build Contracting Inc,(905) 904 3511,General Contractors Mississauga ON,98%,https://homestars.com/companies/2980040-ace-build-contracting-inc
Moga services,(365) 889 1648,Basement Renovation Hamilton ON L8V 4E1,89%,https://homestars.com/companies/2963627-moga-services
LG contracting,(647) 701 4232,Basement Renovation Toronto ON M6B,88%,https://homestars.com/companies/2989587-lg-contracting
All Bases Covered,(416) 918 6580,General Contractors Toronto ON M6L 1E7,90%,https://homestars.com/companies/2978838-all-bases-covered
DJG HOME SOLUTIONS,(416) 605 3321,General Contractors Cambridge ON,98%,https://homestars.com/companies/2986150-djg-home-solutions
Father & Sons,(416) 839 8913,General Contractors Hamilton ON L8E 2A3,98%,https://homestars.com/companies/2980849-father-sons
Juma Flooring & Renovations,(905) 537 7880,Basement Renovation Hamilton ON L8K 1E1,94%,https://homestars.com/companies/2956928-juma-flooring-renovations
S.A.M Renovation & Contracting,(647) 510 7760,Basement Renovation Toronto ON M1L 1L1,90%,https://homestars.com/companies/2949414-sam-contracting-renovators
Ricochet ltd,(416) 871 2030,General Contractors Richmond Hill ON L4B 4V4,88%,https://homestars.com/companies/2958924-ricochet-ltd
Vision Homes,(647) 449 9574,General Contractors Mississauga ON L5J 2E1,98%,https://homestars.com/companies/2905278-vision-homes
A.M.A REMODEL,(416) 820 2165,Basement Renovation Burlington ON L7L 6X2,98%,https://homestars.com/companies/2994323-a-m-a-remodel
WN Construction,(647) 998 4807,Basement Renovation Brampton ON L7A 1T1,87%,https://homestars.com/companies/2919470-wn-construction
BDC renovations,(905) 808 9158,Basement Renovation Milton ON L0P,90%,https://homestars.com/companies/2990050-bdc-renovations
Goldenstar Renovation Inc.,(437) 991 4916,General Contractors Brampton ON L6S 6J4,98%,https://homestars.com/companies/2974238-goldenstar-renovation-inc
The Epic Builders,(844) 992 3742,General Contractors Hamilton ON L8R 2C1,97%,https://homestars.com/companies/2969231-the-epic-builders-inc
East Home Renovation Inc,(416) 878 2928,Basement Renovation Markham ON,90%,https://homestars.com/companies/2977302-east-home-renovation-inc
Errol's Renovation,(647) 573 3432,Kitchen Planning & Renovation Toronto ON M2J 4E2,98%,https://homestars.com/companies/2947619-errol-s-renovation
JP woodworking & Renovations,(519) 859 1045,Basement Renovation London ON N5W 1Y6,87%,https://homestars.com/companies/2965358-jp-woodworking-renovations
TJ Services,(289) 696 3190,Basement Renovation Township Of Wainfleet ON L3B 5N6,98%,https://homestars.com/companies/2979876-tj-services
J.D.R Construction,(226) 919 6412,General Contractors London ON N5V 5B2,84%,https://homestars.com/companies/2978301-j-d-r-construction
M & M SERVICES,(647) 571 7293,General Contractors Vaughan ON L4H 2V4,97%,https://homestars.com/companies/2974366-m-m-services
Granite Park Homes,(905) 869 8677,General Contractors Hamilton ON L0R 1W0,81%,https://homestars.com/companies/2978015-granite-park-homes
DS quality,(519) 702 5431,Handyman Services London ON N6J 4E9,89%,https://homestars.com/companies/2967008-ds-quality
Mtm renovation,(416) 918 1635,General Contractors Toronto ON M6L 2R2,N/A,https://homestars.com/companies/2998386-mtm-renovation
Ironclad Renovations Inc,(905) 492 6000,Kitchen Planning & Renovation Pickering ON L1V 1A1,86%,https://homestars.com/companies/2944394-ironclad-renovations-inc
Design To Suit Inc.,(416) 951 2068,General Contractors Mississauga ON L5K 2B2,97%,https://homestars.com/companies/2994585-design-to-suit-inc
Brothers Construction Group Inc,(416) 831 2785,Basement Renovation Mississauga ON L4Z 1E7,95%,https://homestars.com/companies/2975752-brothers-construction-group-inc
WN Construction,(647) 998 4807,Basement Renovation Brampton ON L7A 1T1,87%,https://homestars.com/companies/2919470-wn-construction
VDR Renovations,(289) 400 9604,Bathroom Renovation Oakville ON L6M 0R4,98%,https://homestars.com/companies/2931431-vdr-renovations
Blueprint 360,(647) 403 1390,General Contractors Markham ON L6G 1B3,97%,https://homestars.com/companies/2968831-blueprint-360
Rise High Trades,(647) 622 0330,Kitchen Planning & Renovation Mississauga ON L5M 6L2,90%,https://homestars.com/companies/2945479-rise-high-trades
Broland Construction Inc,(647) 863 9006,General Contractors Toronto ON M2K 0B3,97%,https://homestars.com/companies/2969420-broland-construction-inc
Prestige Homes & Contracting Inc.,(416) 435 4945,Basement Renovation Aurora ON L4G 6M4,89%,https://homestars.com/companies/2973914-prestige-homes-contracting-inc
Canpars Construction Corp.,(647) 989 2460,Basement Renovation Richmond Hill ON L4S 2T3,98%,https://homestars.com/companies/2928428-canpars-construction-corp
OneCall Property Services,(519) 624 8673,Basement Renovation Cambridge ON N1R 7S7,88%,https://homestars.com/companies/2964594-onecall-property-services
Milanos All-Star Construction Inc.,(905) 921 6101,General Contractors Hamilton ON L8G 3R2,95%,https://homestars.com/companies/2919323-Milanos-All-Star-Construction-Inc
Moga services,(365) 889 1648,Basement Renovation Hamilton ON L8V 4E1,89%,https://homestars.com/companies/2963627-moga-services
Charette Carpentry Inc.,(519) 940 1452,General Contractors Fergus ON N1M 1S1,90%,https://homestars.com/companies/3005118-charette-carpentry-inc
Cozella Inc,(905) 536 3277,General Contractors Mississauga ON L5T 1J2,81%,https://homestars.com/companies/2984679-cozella-inc
JC Contracting,(289) 400 0830,Kitchen Planning & Renovation Hamilton ON L9B 1C1,90%,https://homestars.com/companies/2952070-jc-contracting
CMY Renovations LTD,(647) 767 9475,General Contractors Toronto ON M3J 2P3,98%,https://homestars.com/companies/2963021-cmy-renovations-ltd
Meraas Inc.,(365) 779 0001,General Contractors Hamilton ON L8G 4E3,96%,https://homestars.com/companies/2966243-meraas-inc
Thrasher Homes + Renovations,(905) 520 6328,General Contractors Hamilton ON L0R 1K0,89%,https://homestars.com/companies/2956334-thrasher-homes-renovations
MN Homes,(647) 524 0628,General Contractors Brampton ON L6S 3X2,98%,https://homestars.com/companies/2922187-mn-homes
Manna's Renovations,(647) 527 1598,General Contractors Mississauga ON L4T 2V5,98%,https://homestars.com/companies/2954814-manna-s-renovations
Kamen Group,(226) 888 5188,General Contractors Toronto ON M1S 2N8,97%,https://homestars.com/companies/2965720-kamen-group
Hong Da Renovation,(647) 712 8986,Bathroom Renovation Toronto ON M1V 4B2,73%,https://homestars.com/companies/2922950-hong-da-renovation
Monarch Home Improvements,(647) 378 2605,Basement Renovation Halton Hills ON L7G 2J2,97%,https://homestars.com/companies/2958549-monarch-home-improvements
ACG Inc,(416) 666 6246,General Contractors Toronto ON M8X 2X9,98%,https://homestars.com/companies/2932076-acg-inc
ESTRUKTURA,(647) 994 5439,Basement Renovation Toronto ON M4K 3Y4,89%,https://homestars.com/companies/2938668-estruktura
Finishing Touches Design & Renovations,(647) 684 2380,General Contractors Toronto ON M8Z 3A4,95%,https://homestars.com/companies/3002574-finishing-touches-design-renovations
Snow's Reliable Contracting,(226) 606 7530,General Contractors Cambridge ON N3H 5H7,N/A,https://homestars.com/companies/3001285-snow-s-reliable-contracting
Trivela Construction,(647) 292 1838,Interlocking Stone Toronto ON M6A 0B6,96%,https://homestars.com/companies/2970728-trivela-construction
My Prestigious Home,(416) 825 8555,General Contractors Toronto ON L4J 8J1,97%,https://homestars.com/companies/2963525-my-prestigious-home
Biggs General Contracting,(289) 808 0855,General Contractors Hamilton ON L8T 4Z7,88%,https://homestars.com/companies/2962367-biggs-general-contracting
HSA Home,(647) 293 3731,General Contractors Oakville ON L6H 6Y8,98%,https://homestars.com/companies/2943195-hsa-home
Ninth Division Inc.,(437) 886 5871,Basement Renovation Oakville ON L6H 6S3,98%,https://homestars.com/companies/2999944-ninth-division-inc
Spaice,(289) 272 8758,Kitchen Planning & Renovation Markham ON L3R 9Y4,87%,https://homestars.com/companies/2965786-spaice
ESTRUKTURA,(647) 994 5439,Basement Renovation Toronto ON M4K 3Y4,89%,https://homestars.com/companies/2938668-estruktura
Shepherd Brothers Renovations,(416) 624 4980,General Contractors YORK ON M6S3H3,98%,https://homestars.com/companies/2800847-shepherd-brothers-renovations
Gracia Makeovers - Home Design and Improvement,(416) 300 8212,General Contractors Oakville ON L6M 4Y5,98%,https://homestars.com/companies/2921122-gracia-makeovers-home-design-and-improvement
G.W Home Improvements,(905) 923 7010,Basement Renovation Hamilton ON L9G 2N5,98%,https://homestars.com/companies/2973707-g-w-home-improvements
